name;location;info;description;homepage;linkedin;xing;facebook;twitter;instagram;youtube;Bauingenieurwesen;Elektrotechnik;Erneuerbare Energien & Umwelttechnik;Informatik;Landschaftsarchitektur;Maschinentechnik & Innovation;Raumplanung;Wirtschaftsingenieurwesen;Internship;Trainee;Full-Time;tag_0;tag_1;tag_2;tag_3;tag_4
Safran Vectronix;Geb 5, Foyer;Safran Vectronix;Safran Vectronix AG ist ein globaler Marktführer auf dem Gebiet hochmoderner optronischer Geräte, Systeme und Sensoren für militärische und zivile Anwendungen. In den Produkten stecken über 90 Jahre Schweizer Herstellertradition und Erfahrung im Bereich Optik und Präzisionstechnik - ob es um handgehaltene Laser-Entfernungsmesser- stativmontierte Orientierungs- und Positionssysteme oder Sensormodule für unsere OEM-Partner geht. Unser innovatives KMU beschäftigt zurzeit 200 Mitarbeitende in Heerbrugg.;www.safran-vectronix.com;;;;;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;Image Processing;Präzisionssysteme;Sensoren;Positionierung;Lasertechnik
Sauber+Gisin;Geb 4, 1. OG;Sauber+Gisin Engineering AG;Wir sind ein bekanntes Engineering–Unternehmen für Elektro- und Verkehrstechnik mit Sitz in Zürich-Oerlikon (ZH) und Olten (SO). Unsere Dienstleistungen umfassen Projektierungen und Consultingleistungen für sämtliche elektrische Anlagen im Bereich Strassen- und Bahnverkehr sowie im Parking. Dies beinhaltet Studien über Bauvorhaben, Planungen von komplexen Projekten, Beratungen von Bauherren und Bauleitungen von Realisierungen.;https://www.saubergisin.ch;;;;;;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;;;;
Schällibaum AG;Geb 1, 2. OG;"Als leistungsfähiges Ingenieur- und Architekturbüro bieten wir Studienabgängern attraktive Anstellungsbedingungen
und einen interessanten und vielseitigen Berufseinstieg.";"Das Ingenieur- und Architekturbüro Schällibaum AG wurde im Frühjahr 1965 gegründet. Der damalige 1-Mann-
Betrieb hat sich in der Zwischenzeit kontinuierlich zu einem leistungsfähigen Ingenieurunternehmen mit rund 90
Mitarbeitern an den Büro-Hauptstandorten in Wattwil und Herisau entwickelt. Unseren Kunden können wir eine
umfassende Dienstleistung im Bauwesen anbieten. Wir verfügen über eine langjährige und fundierte Erfahrung auf
den Gebieten des Bauingenieurwesens, der Architektur und der Geomatik.
Zu den Spezialgebieten unseres Arbeitsbereiches gehören Infrastrukturbauten (Brückenbau, Tunnelbau, Strassenbau,
Bahnbau), Spezialtiefbau, Wasserbau, Ingenieur- und Architekturleistungen für Industrie- und Gewerbebauten
inkl. Baugruben sowie anspruchsvolle Arbeiten in der Vermessung (Ingenieurvermessung, Architekturvermessung,
Bauwerksüberwachung, Drohnenvermessung, Gewässervermessung)
Als dynamisches Ingenieur- und Architekten-Team bieten wir Gesamtlösungen aus einer Hand, wobei unsere Lösungsansätze
durch Erfahrung, Innovation und hohe gestalterische Qualität geprägt sind.
Hinter der Schällibaum AG stecken motivierte Mitarbeiterinnen und Mitarbeiter mit einem grossen und äussert
vielseitigen Fachwissen. Durch die flache, effiziente Firmenstruktur wird ein Umfeld geschaffen, in dem sich die
individuellen Stärken jedes Einzelnen entwickeln können. Wir glauben an die Qualität echter Teamarbeit und legen
grossen Wert auf eine offene konstruktive Kommunikation aller am Projekt Beteiligten.
Untereinander pflegen wir einen intensiven Informationsaustausch und schaffen dadurch echten Kundennutzen.";www.schaellibaum.ch;;;;;;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Tiefbau;Bahnbau;Wasserbau;Tragwerksplanung;
Sensirion AG;Geb 1, Foyer;Die Sensirion AG ist ein aus der ETH Zürich hervorgegangenes, innovatives und international tätiges Hightech Unternehmen mit Sitz am Zürichsee mit rund 750 Mitarbeitenden.;Dank der weltweit führende Sensortechnologie zur Messung von Umweltparametern und Durchflüssen sowie einem globalen Vertriebsnetz sorgt Sensirion für mehr Lebensqualität und den schonenden Umgang mit Ressourcen. Die Kombination aus Teamgeist und technologischer Kompetenzführerschaft macht Sensirion zum bevorzugten Partner der Automobilbranche, Medizintechnik, Gebäudetechnologie, Prozessautomatisierung und Konsumgüterindustrie. Faires und ehrliches Handeln, miteinander arbeiten und Spitzenleistungen erbringen – diese Werte prägen die Kultur und den Unternehmenserfolg. Shape a company – grow with us… ;www.sensirion.com  www.sensirion.com/karriere;https://www.linkedin.com/company/sensirion/?originalSubdomain=ch;https://www.xing.com/company/sensirion;https://de-de.facebook.com/Sensirion/ ;;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;Sensoren;IoT;;;
Sersa Group AG;Geb 1, Foyer;Die Sersa Group AG, ein Unternehmen der Rhomberg Sersa Rail Group bietet als Komplettanbieter Bahntechnik ein nahezu lückenloses Leistungsspektrum in den Bereichen Bahnbau, Ausrüstung und Service an.;Die Sersa Group AG, ein Unternehmen der Rhomberg Sersa Rail Group bietet als Komplettanbieter Bahntechnik ein nahezu lückenloses Leistungsspektrum in den Bereichen Bahnbau, Ausrüstung und Service an. Das Portfolio reicht vom Gleisbau, der Gleiserneuerung, -instandhaltung und der Sanierung von Eisenbahntunneln über die Bahnstromversorgung und die Kommunikationstechnik bis hin zu Beratung, Design und Planung sowie Logistikdienstleistungen. Die Gruppe punktet dabei mit innovativen Produkten wie Festen Fahrbahnsystemen, der SLS Sersa Schraubenlochsanierung®, oder Sicherheitssystemen. Selbstverständlich zählen alle Bereiche der elektro­technischen Ausrüstung zu unseren Kompetenzen. Im Vordergrund stehen kundenorientierte und maßgeschneiderte Lösungen für Nah- und Fernverkehrsbahnen, Güterverkehrsstrecken oder private Infrastrukturen, die als Total- oder Generalunternehmer ausgeführt werden. Gerne begleiten wir Diplomarbeiten oder bilden dich im Rahmen eines Praktikums innerhalb der Rhomberg Sersa Rail Group aus.;https://rhomberg-sersa.com;https://ch.linkedin.com/company/rhomberg-sersa-rail-group;https://www.xing.com/companies/rhombergsersarailgroup;;;https://www.instagram.com/rhomberg_sersa_rail_group/;https://www.youtube.com/channel/UCOGIhRWR2mrn_eEC0XMoV5Q;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;Diplomarbeit;Bahnbau;BIM;;
Siemens Schweiz AG;Geb 8, 1. UG;We make real what matters in a digital world. Shape the future with us!;Moving people from A to B safely, working hand in hand with artificial intelligence, making buildings and cities smarter, and supplying people with environmentally friendly energy – shape the future with us! We are a team of around 379,000 people doing all they can to make our world a little bit better every day. We shape the future with inspiration, passion and progressive thinking. With 29,000 software developers, Siemens is one of the largest businesses in the IT sector and is shaping digitalization like no other company. Our expertise in data analysis and artificial intelligence is being put to daily use. Interested? We look forward to meeting you.;www.siemens.ch/employer;;;www.facebook.com/SiemensSwitzerland ;www.twitter.com/siemens_schweiz;;;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;Digitalisierung;Innovation;Gebäudetechnik;;
SMA und Partner AG;Geb 8, 1. UG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
SNZ;Geb 1, 2. OG;Ingenieure und Planer;"Seit der Firmengründung im Jahre 1959 sind wir in folgenden Bereichen erfolgreich tätig: Verkehrsplanung, Verkehrsmanagement, Umweltplanung, Tief- und Strassenbau, Bahntechnik und Bahnanlagen, Versorgungs- und Entsorgungsbauten, Industrie- und Hochbauten, Konstruktiver Ingenieurbau, Grund- und Spezialtiefbau, Bauwerkserhaltung, Bauleitung, Projektmanagement.
Wir arbeiten ergebnisorientiert an Planungs- Bauaufgaben der öffentlichen Hand und der Privatwirtschaft. Mitdenken, Mitgestalten und Mitverantworten bestimmen unser Handeln. Eine zentrale Stellung in unserem Unternehmen hat das prozessorientierte Qualitätsdenken.
Unser wichtigstes Kapital sind unsere Mitarbeiterinnen und Mitarbeiter. Wir sind stolz auf sie. Mit rund 60 qualifizierten, einsatzfreudigen und motivierten Berufsleuten packt SNZ die gestellten Aufgaben mit spezifisch zusammengesetzten Projektteams an.
Die Lernenden / Studierenden von heute sind die Mitarbeiterinnen und Mitarbeiter von morgen. In diesem Sinn ist für uns eine sorgfältige und umfassende Ausbildung unseres Nachwuchses wichtig. Hierzu zählen auch die Praktikumsstellen und die sorgfältige Einarbeitung nach dem Studium.";www.snz.ch;;;https://www.facebook.com/SNZ-Ingenieure-und-Planer-AG-535554249859963;;;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;Bahnbau;Tiefbau;Strassenbau;Infrastruktur;Verkehr
Sonova AG ;Geb 1, Foyer;Mit Leidenschaft und Erfindergeist arbeiten unsere Ingenieure tagtäglich daran, das Leben von Millionen Menschen zu verändern – wir bringen sie wieder in den Genuss des Hörens. ;"Sonova mit Hauptsitz in Stäfa in der Schweiz ist der führende Anbieter von innovativen Lösungen rund um das Thema Hören. 
Die Gruppe verfolgt eine einzigartige, vertikal integrierte Geschäftsstrategie und ist im Markt durch die Kernmarken Phonak, Unitron, Hansaton, Advanced Bionics und AudioNova vertreten. Die drei zentralen Geschäftsfelder der Sonova Gruppe – Hörgeräte, Audiological Care und Cochlea-Implantate – operieren entlang der kompletten Wertschöpfungskette im Markt für Hörlösungen. Mit über 50 Vertriebsgesellschaften und mehr als 100 unabhängigen Distributoren verfügt die Gruppe über das weitreichendste Vertriebs- und Distributorennetzwerk der Branche. Dieses Netzwerk wird durch das Audiological-Care-Geschäft von Sonova ergänzt, welches professionelle audiologische Dienstleistungen an rund 3500 Standorten in 18 Ländern anbietet.

Die 1947 gegründete Gruppe beschäftigt mehr als 14'000 engagierte Mitarbeitende und erzielte im Geschäftsjahr 2017/18 einen Umsatz von CHF 2,65 Mrd. sowie einen Reingewinn von CHF 407 Mio. Über alle Geschäftsbereiche hinweg und durch die Unterstützung der Hear the World Foundation verfolgt Sonova die Vision einer Welt, in der jeder Mensch die Freude des Hörens und damit ein Leben ohne Einschränkungen geniessen kann. 
";www.sonova.com ;https://www.linkedin.com/company/1041095/admin/;https://www.xing.com/company/sonovagroup?sc_o=da980_e;https://www.facebook.com/SonovaGlobal/;"https://twitter.com/SonovaGroup

https://twitter.com/SonovaCareers";"https://www.instagram.com/sonovagroup/ 
";;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;MedTech;.NET;Hörgeräte;;
Stadler Rail;Geb 1, Foyer;Über 7600 Mitarbeitende, mehr als 30 Produktions-, Engineering- und Service-Standorte, ein Ziel: wir bauen Züge mit Leidenschaft und Begeisterung!;Mit Spitzentechnologie gebaut, wirtschaftlich im Betrieb und hoch komfortabel für die Fahrgäste: Die Schienenfahrzeuge von Stadler verbinden Leistung, Zuverlässigkeit und Sicherheit - vom modularen Fahrzeugkonzept über Kleinserien bis zum massgeschneiderten Einzelstück. Mit einem Komplett-Service, der dafür sorgt, dass sie rollen und rollen. Weltweit, rund um die Uhr. Jeder Kunde hat andere Bedürfnisse. Stadler erfüllt diese mit massgenschneiderten Fahrzeugen. Mit der Herstellung von Einzelfahrzeugen und Kleinserien nahm die Geschichte von Stadler ihren Anfang. Wir sind Ingenieure und können mit der Erfahrung und dem Know-how aus 75 Jahren auf spezifische Wünsche unserer Kunden umfassend eingehen. Immer flexibel und zeitnah, wie dies nur ein Familienunternehmen gewährleisten kann.;www.stadlerrail.com;https://www.linkedin.com/company/stadler-bussnang-ag/?viewAsMember=true;https://www.xing.com/company/stadler-rail;;;;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Innovation ;Zugbauer;Mobilität;;
Stäubli Sargans AG;Geb 1, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
STC AG;Geb 8, 1. UG;STC Software & Technology Center AG ist ein unabhängiges Schweizer Dienstleistungsunternehmen im Bereich der technischen Informatik.;"Wir bieten massgeschneiderte Automationslösungen für die Maschinenindustrie, den Sondermaschinenbau und die Produktionstechnik. Unsere Kernkompetenz liegt in der Automation, Prozessleittechnik und der industriellen Steuerungstechnik. Der Einsatz moderner Entwicklungswerkzeuge gepaart mit umfangreichem Know-How garantiert die hohe Qualität der Produkte.
Wir bieten eine abwechslungsreiche und innovative Tätigkeit mit neuen Technologien unter Einsatz entsprechender Methoden und Prozesse. Detaillaierte Informationen zu unserem Unternehmen und zum Stellenprofil finden Sie auf unserer Webseite.
";www.stc-ag.com;https://ch.linkedin.com/jobs/view/software-entwicklungsingenieur-in-at-stc-software-technology-center-ag-1119540240;;;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Embedded;OOP;;;
STEINEL Solutions AG ;Geb 5, Foyer;Die STEINEL Solutions AG entwickelt und produziert Systemlösungen aus Elektronik und Sensorik für internationale OEM-Kunden. ;Die STEINEL Solutions AG, ein Mitglied der international tätigen STEINEL Gruppe, hat sich vom Fertigungsdienstleister zum Systemlieferanten für weltbekannte internationale Marken weiterentwickelt. Das Unternehmen beschäftigt heute 120 Mitarbeitende in der Schweiz. Die STEINEL Solutions AG ist der OEM- und ODM-Industriepartner für die Entwicklung von Produkten und Systemlösungen. Die Kernkompetenzen Sensorik, Elektronik, Mechanik und Industrialisierung, die seit 1994 nachhaltig auf- und ausgebaut wurden, bilden die zentralen Bausteine, welche zu einem funktionierenden Ganzen und somit zur Gesamtlösung für unsere Kunden beitragen. In der Welt der Sensorik gehen wir innovative Wege und integrieren neue Technologien für die Erfassung von Personen und Objekten in kundenspezifische Anwendungen unterschiedlichster Branchen. ;https://www.steinel-solutions.ch/, ;https://ch.linkedin.com/company/steinel-solutions-ag ;https://www.xing.com/companies/steinelsolutionsag?sc_o=da980_e;;;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Sensoren;Embedded;Firmware;Hardware;Kommunikation
Stöcklin Logistik;Geb 1, 1. OG;Die SW-Abteilung der Stöcklin bietet Lösungen für die vollautomatische Lagerverwaltung und ist Bestandteil der Planung, Projektierung und Lieferung schlüsselfertiger Gesamtsysteme.;Der Name Stöcklin Logistik AG steht für qualitativ hochstehende Protuke im Logistikbereich. Wir überzeugen unsere Kunden mit innovativen Lösungen rund um Förder- und Lagersysteme sowie Flurfördermittel. Nutzen Sie Ihre Chance und bringen Sie Ihr Talent in spannenden Projekten zur Entfaltung. Wie bieten Ihnen teamorientierte Infrastruktur, gute Weiterbildungsmöglichkeiten sowie zeitgemässe Anstellungsbedingungen.; www.stoecklin.com;www.linkedin.com/company/st%C3%B6cklin-logistik-ag/;www.xing.com/companies/st%C3%B6cklinlogistikag;;https://twitter.com/StoecklinLog ;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Logistik;Automation;International;Backend;
Sulzer Mixpac AG;Geb 4, 1. OG;Sulzer Mixpac ist der weltweit führende Hersteller von Systemen zum Verpacken, Mischen und Dosieren von Ein- und Mehrkomponenten-Materialien.;"Sulzer Mixpac AG in Haag (SG) ist ein international führendes Unternehmen im Bereich Kunststoffspritzguss für zukunftsweisende Produkte und innovative Services für das Applizieren und Mischen von Flüssigkeiten. Wir entwickeln und fertigen auf höchstem technischen Niveau Kunststoffartikel, Baugruppen und Geräte für die Bereiche Dental, Healthcare und Adhesives. Unsere Stärken sind Kreativität in Entwicklung und Produktion für Applikationssysteme. In unserem Fokus stehen die enge Partnerschaft mit Kunden, ausgeprägter Teamgeist und die Passion, dem Endanwender das richtige Produkt in die Hand zu geben.
Wir sind stolz, zur Division Applicator Systems von Sulzer AG zu gehören und nehmen mit modernen Standorten in der Schweiz, Liechtenstein, Deutschland, UK, China, USA und Polen eine führende Position als Technologiezentrum in der Firmengruppe ein. Innovation ist unser täglicher Antrieb. Wir unterstützen gerne bei Bachelorarbeiten oder können ein 3-monatiges Praktikum im Bereich Technical Services anbieten. Fragen Sie uns an. ";"https://www.sulzer.com/-/media/files/products/applicator-systems/adhesive-mixing-dispenser-systems/protective-coatings-mixing-systems/brochures/sulzermixpac_company_profile.ashx?la=de-ch%20/

https://plus.google.com/+SulzerLtd";http://www.linkedin.com/company/sulzer ;;https://www.facebook.com/SulzerLtd;https://twitter.com/SulzerLtd;;https://www.youtube.com/user/sulzerltd;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Swiss International Air Lines;Geb 4, Aula;Truly SWISS…Where people matter.;Es ist der feine Unterschied, der das Arbeiten bei SWISS so reizvoll macht: Wir setzten viel daran, dass aus Detail Detailliebe wird, aus Qualität Gastgeberqualität, aus Nationalität Internationalität, aus Abwechslung Abwechslungsreichtum, aus einem Job ein Erlebnis und aus SWISS eine Welt voller Inspiration. Lassen aus Sie sich von einem Umfeld begeistern, in dem überall und jederzeit spürbar ist.;www.swiss.com;;;www.facebook.com/flyswiss.ch;;www.instagram.com/flyswiss;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;Aviation;Verkehr;;;
Swisscom AG;Geb 1, 1. OG;As a leading Swiss ICT company, we are actively driving transformation forward.;"Di​git​isa​tion and net​work​ing are chan​ging so​ci​ety and busi​ness at a rapid speed. As the leading Swiss ICT company, we are actively driving the transformation forward and tapping new paths for our cus​tom​ers and our em​ploy​ees.
Does helping us shape the future and getting people excited about a networked world sound like fun? At Swisscom you'll work on the latest trends of digitisation: we offer our private and business customers mobile communications, ﬁxed network, Internet and digital TV, and we are among the largest providers for network, cloud and ICT services. Swisscom also sees to the construction and maintenance of mobile communication and ﬁxed network infrastructures, propagates radio signals and is active in the areas of energy and health.
At Swisscom you will ﬁnd an environment in which you can assume responsibility, as well as realise your ideas and your potential: on-the-job, in project deployments, at workshops on new technologies, in ﬂexible forms of work and further training. And of course also in daily communication and cross-divi‐sion and cross-generation collaboration with your approximately 20,000 peers from all over the world. Simple, appreciat‐ive and on a first-name basis.
What else can you expect from us? Flexible working models that adapt to your respective phase in life while helping you manage both professional requirements and private obligations. This includes part-time work, ﬂex-time, job-sharing, buying holidays, flexible working hours and home office.";http://www.swisscom.ch/jobs;https://www.linkedin.com/company/swisscom/;;;https://twitter.com/Swisscom_Career;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;Cloud;AI;Data Science;Innovation;
TBF + Partner AG;Geb 1, Foyer;Mensch und Erfolg im Einklang;"TBF + Partner AG, ein international tätiges Ingenieurunternehmen, erbringt als Planer und Ingenieure Dienstleistungen in allen Leistungsphasen. TBF verfügt über beratende und projektierende Spezialisten aus allen wichtigen Fachrichtungen des Ingenieurwesens und der Naturwissenschaften.
Die Dienstleistungen von TBF umfassen Unternehmensberatung, Engineering, Projektentwicklung und Projektmanagement in den Bereichen: Abfallverwertung, Abwasserbehandlung, Automation, Bahnbau, Bahntechnik, Elektrotechnik, Energie, Gebäudetechnik, Hochbau, Klärschlammverwertung, Naturgefahren, Tiefbau, Umweltschutz, Verkehrsplanung und Verkehrstechnik.
Studienabgänger werden von erfahrenen Projektleitern betreut und lernen rasch komplexe Vorhaben technisch einwandfrei sowie wirtschaftlich und termingerecht zu projektieren und zu realisieren.";www.tbf.ch;https://stories.tbf.ch/#;;;;;;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;Tiefbau;Hochbau;Wasserbau;Energie;Umwelt
terreActive AG;Geb 8, 1. UG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Texas Instruments ITC;Geb 4, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Thermoplan AG;Geb 4, Aula;Thermoplan AG ist ein weltweit führendes, innovatives und international agierendes Familienunternehmen mit Sitz in der Zentralschweiz.;Thermoplan entwickelt und produziert professionelle Kaffeemaschinen von höchster Schweizer Qualität. Die leistungsstarken und vielseitigen Geräte vereinen gestalterische Finesse und technische Zuverlässigkeit. Durch respektvollen Umgang begeistern wir unsere Partner, unsere Passion für qualitativ hochstehende Produkte zu teilen, kurz: Your challenge is our passion! ;www.thermoplan.ch/de;;;;;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Innovation;PLCM;OEM-Gerät;Embedded;
thyssenkrupp Presta AG ;Geb 4, Aula;Einsteigen, Loslegen und Durchstarten - mit uns! ;Die thyssenkrupp Presta AG ist ein Hersteller von Lenksystemen und Technologieführer auf dem Gebiet der Massivumformung. Zu ihren Kunden gehören bekannte Automobilhersteller weltweit. Insgesamt stellen 8500 Mitarbeiter an 17 Standorten, verteilt auf 10 Länder und 4 Kontinente, Lenksysteme für jährlich mehr als 20 Millionen Fahrzeuge her. In Liechtenstein sind rund 2500 Personen bei dem Unternehmen beschäftigt, womit die thyssenkrupp Presta AG Liechtensteins grösster Arbeitgeber ist.;karriere.thyssenkrupp-presta.com;https://www.linkedin.com/company/thyssenkrupp-presta-ag ;https://www.xing.com/companies/thyssenkrupppresta;;;;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;Automotiv;;;;
ti&m AG;Geb 1, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Tiefbauamt Zürich;Geb 1, 2. OG;Mobilität und Räume für Menschen ;"Zürich ist eine grossartige Stadt. Was da zwischen Zürich- und Uetliberg sprudelt und pulsiert, geniesst zu Recht den Ruf höchster Lebensqualität. Das Seebecken trägt ebenso dazu bei wie das Engagement der Menschen, die sich um die Gestaltung unserer Stadträume und um die unterschiedlichen Ansprüche kümmern, die die Bewohnerinnen und Bewohner an ihren Lebens- und Arbeitsraum stellen.
Dazu gehören unsere Bauingenieurinnen und Bauingenieure, Landschaftsarchitektinnen und -architekten, Verkehrsplanende und Baufachleute. Es ist ihr Ziel, die Attraktivität von Zürich weiter zu steigern und mit den Mobilitätsansprüchen von morgen in Einklang zu bringen. Sie entwickeln und gestalten, projektieren und bauen, pflegen und erhalten, koordinieren und informieren mit sozialer wie fachlicher Kompetenz, und das «auf der anderen Seite»  in der Rolle der Bauherrschaft. Rund 300 Mitarbeitende, Lernende und Trainees übernehmen diese Aufgaben des Tiefbauamts.
Mit unserem Traineeprogramm bieten wir einen einmaligen Einstieg in die Praxis mit attraktiven Arbeitsbedingungen in unmittelbarer Nähe des Hauptbahnhofs Zürich. Dadurch haben Absolventinnen und Absolventen der Studienrichtung Bauingenieurwesen die Möglichkeit, eine der weltweit attraktivsten Städte mit zu gestalten und zu bauen. In diesem praxisorientierten Programm werden Sie zur Projektleiterin / zum Projektleiter ausgebildet und können in mehreren Aufgabengebieten des Tiefbauamts tätig sein.";www.stadt-zuerich.ch/tiefbauamt;www.linkedin.com/company/10535958/admin/;https://www.xing.com/companies/tiefbauamtderstadtz%C3%BCrich;;;;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Tiefbau;;;;
Trafag AG;Geb 5, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
TRUMPF Schweiz AG;Geb 4, Aula;TRUMPF ist ein international tätiges Hochtechnologieunternehmen und bietet Fertigungslösungen in den Bereichen Werkzeugmaschinen, Lasertechnik und Elektronik.;"Die Produktionstechnik weiter zu entwickeln, sie wirtschaftlich, präzise, zukunftssicher und vernetzt zu gestalten – das ist unsere Aufgabe. Wir sind Markt- und Technologieführer bei Werkzeugmaschinen und Lasern für die industrielle Fertigung und wirken mit unseren Innovationen in nahezu jeder Branche. Unsere Softwarelösungen ebnen den Weg in die Smart Factory, in der Industrieelektronik ermöglichen wir Hochtechnologieprozesse.
Rund 13 400 Mitarbeiter weltweit stehen für die Leistung und Haltung des Familienunternehmens TRUMPF. Die TRUMPF Schweiz AG mit dem Produktionsstandort Grüsch, der Vertriebs- und Service-Niederlassung Baar und dem auf Softwarelösungen spezialisierten Standort Bottighofen ist eine eigenständige Tochtergesellschaft der TRUMPF Gruppe und beschäftigt derzeit rund 700 Personen.
Trusting in brave ideas – das ist unser Versprechen an Sie. Wir ermutigen unsere Mitarbeiter, ihre eigenen Ideen durch unternehmerisches Denken, Teamgeist und Eigeninitiative in die Tat umzusetzen. Dafür bieten wir Ihnen ideale Einstiegsmöglichkeiten, ein sicheres, stabiles Umfeld und attraktive Arbeitsbedingungen.";www.trumpf.com;https://www.linkedin.com/company/trumpfschweiz/;;;https://twitter.com/TRUMPF_News;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Lasertechnik;;;;
u-blox AG;Geb 1, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Ufirst Group;Geb 8, 1. UG;UFirst Group is a pure e-business company that provides a broad understanding through its long-term experience in this topic. We lead our clients through their e-business journey with well educated and experienced developers working with the latest technology.;"Since 2010, we are specialised in e-commerce, e-business and user-oriented software. We are developing business solutions in the area of content management and custom & mobile applications. We are convinced by open-source-software. Because our experience has taught us, that it can be adapted to the most flexible to our business processes and the needs of our customers.
Some of our clients are:
• Jumbo Do It (https://www.jumbo.ch)
• Vögele-Shoes (https://www.voegele-shoes.com)
• BLACKSOCKS SA (https://www.blacksocks.com)
• Oswald (https://www.oswald.ch)

What we offer
Do you enjoy working in a dynamic self-organized team where every opinion is important? We are offering a generous agreement with a modern working place in Seefeld, Zurich. Are you interested? We are looking forward to hearing from you!
";www.ufirstgroup.com ; https://ch.linkedin.com/company/ufirst-group ;; https://www.facebook.com/UFirstGroup ;; https://www.instagram.com/ufirst_group ;https://www.youtube.com/channel/UCsBTpLtg59DPrzxfgl27_Hg;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Full-Stack;React;VueJs;;
Verein IT St.Gallen, «IT rockt!»;Geb 8, 1. UG;«IT rockt» ist ICT-Cluster der Ostschweiz. Wer eine Stelle in der ICT sucht, besucht unsere Jobplattform!;Die Initiative «IT rockt!» ist ein Zusammenschluss von 80 Unternehmen, 16 Bildungs- und 32 Netzwerkpartnern und der öffentlichen Hand (Stand März 2019). Unser gemeinsames Ziel ist es, dem Fachkräftemangel mit gezielten Massnahmen wie unserer Jobplattform entgegen zu wirken und die Bekanntheit und Positionierung des ICT-Standorts zu stärken. Mit der Schaffung eines bedarfsgerechten und zukunftsgerichteten Bildungsstandorts wird ein attraktives Arbeitsumfeld geschaffen. Die Ostschweizer Wirtschaftsregion rockt! «IT rockt! – mehr bewegen. Besser leben.»;www.itrockt.ch ;https://www.linkedin.com/in/verein-it-st-gallen-58053a101/ ;;https://www.facebook.com/itrockt ;https://twitter.com/ITrockt;https://www.instagram.com/itrockt;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Wirtschaftsinformatik;ICT Jobs;IT Jobplattform;;
